"x","y"
38.2713010351084,30.0906393175137
37.985192530497,31.5504431075438
37.6457199677221,33.1301029609637
37.3062474049471,35.3477989841657
36.6774516352617,32.1016374589415
36.5128588775526,28.7916005466413
35.7696197060227,24.9066851506567
34.4689511558452,22.1937754523707
32.818522995536,19.4578993227765
30.7173935729063,17.5516855241925
29.409652677671,16.2117377975523
26.3871895761465,15.8292031760744
22.8497311663213,15.5098262406942
19.5990242015673,16.7780038694962
17.2117862743261,18.6770406582963
15.32539896527,21.6045429491187
14.4683593323552,24.7717573667208
14.8039742523713,28.8396865121929
15.6044351248236,31.368864760013
16.6903615614275,35.1181346710833
17.7190662971091,37.9817615748296
19.2556939960336,40.8374937678137
17.4336007329575,43.3185860500821
15.7825296321885,46.1025481452279
14.6393814946623,49.4204797682904
13.6106767589807,53.3455864190644
13.0532473803332,56.3290693862006
12.5382520720326,58.0443747245348
10.0372136834066,60.8929299077351
8.51473067459779,62.9749804460228
7.3786548821294,66.0783194765489
6.35637955104578,71.4711246281152
7.65704810122324,75.9223060960437
10.5515660512474,78.5153597309398
13.8530653123256,79.4648781253398
17.726138642167,79.4648781253398
21.5921396269505,78.523254441702
25.0151546349311,75.4349871317219
29.0663224721373,70.4735202681635
32.3247447224088,64.3788035597391
34.3320048379076,58.9709266876267
36.1470257559259,53.9455844369922
36.6549487191687,49.6860291302919
37.5557083033499,49.5582783561398
37.5557083033499,51.8886534329479
37.8411738675016,54.2821861958536
38.6712100011047,54.9123276548735
40.0657478584131,53.8508479078457
40.0657478584131,52.0156865061216
40.0657478584131,49.5353119248316
40.9806521327099,49.9178465463095
41.8878411214891,53.9147232949218
43.1454326608599,59.7130294992742
45.4754488871788,64.7462664606709
47.9764872758048,69.0058217673712
51.4496516396499,73.0816456236056
55.0803364161462,75.6187185821879
59.0537084577165,77.9002899924659
63.9625588682973,78.4665560644097
67.5360219438713,77.2543591119216
70.2730194812442,74.1919290371634
71.2445025160035,71.001748188253
71.5299680801552,66.2469792064688
70.1585760793997,63.478088831869
68.4438538731103,59.6010681466466
66.1987057874852,57.5821752944565
64.5045576759095,55.5640001432448
63.9902053080687,52.8912816997483
62.9750023220429,49.6042112187563
61.6171120709431,46.492977477468
60.3730222812282,43.5812646081701
58.7502405606904,41.8817486913603
57.3852779645329,40.1585486422638
58.6422265634438,37.0480326019539
59.9506103991389,34.3681371486736
60.8648717329759,30.6827426246793
61.8363547677353,27.6913649467809
62.0080198705022,24.3253473581668
60.8211517817095,21.6605236254325
59.6419989784344,19.1241683678286
58.7412393942532,18.0619709198225
58.0616513282435,16.2196325083145
55.9103725497493,15.3978648880665
53.5945010135461,14.4562412044287
50.2222783018897,14.5839919785808
46.9137066957537,15.5327926720025
44.6415551108169,17.6873310091068
42.5262809980716,20.997367921407
41.0404455954714,24.1157786724791
40.5325226322286,27.3547631879195
40.0824643103679,30.5298723162838
40.0824643103679,32.8753191136379
39.746206449892,35.4044973614579
39.5173196462028,32.5789086095659
39.2318540820511,30.4968580712782
38.8319451160549,29.4913590005643
